정류소명,정류소아이디,총승차건수,총하차건수,승차건수(카드),하차건수(카드),승차건수(현금),일평균승하차건수
주원고개,39396,3414 ,7961 ,3414 ,7961 ,0 ,366 
주적골,39510,613 ,1721 ,613 ,1721 ,0 ,75 
주적골,39608,601 ,918 ,601 ,918 ,0 ,49 
주택마을,90230,7 ,86 ,5 ,86 ,2 ,3 
주택마을,90489,63 ,6 ,62 ,6 ,1 ,2 
중고등학교,44106,19 ,67 ,19 ,67 ,0 ,2 
중고등학교,44193,165 ,26 ,165 ,26 ,0 ,6 
중고차매매단지엠파크허브,42038,561 ,952 ,561 ,952 ,0 ,48 
중곡고개,43935,11 ,0 ,10 ,0 ,1 ,0 
중구노인복지회관,35151,12044 ,10922 ,12044 ,10922 ,0 ,740 
중구노인복지회관,35152,13154 ,11389 ,13154 ,11389 ,0 ,791 
중구문화회관,35466,1 ,661 ,1 ,661 ,0 ,21 
중구문화회관,35467,1832 ,344 ,1832 ,344 ,0 ,70 
중구청,35157,2594 ,1447 ,2594 ,1447 ,0 ,130 
중구청,35159,979 ,2862 ,979 ,2862 ,0 ,123 
중구청소년수련관.하늘중학교,35824,2668 ,1164 ,2668 ,1164 ,0 ,123 
중구청입구,35894,33 ,289 ,33 ,289 ,0 ,10 
중독고개,43936,22 ,33 ,22 ,33 ,0 ,1 
중박골입구,44123,1 ,15 ,1 ,15 ,0 ,0 
중박골입구,44194,18 ,0 ,18 ,0 ,0 ,0 
중봉로교차로,89420,1855 ,2165 ,1855 ,2165 ,0 ,129 
중봉로교차로,89421,1117 ,1093 ,1117 ,1093 ,0 ,71 
중부고용노동청(인천고용센터),39222,781 ,970 ,781 ,970 ,0 ,56 
중부고용노동청(인천고용센터),39223,698 ,732 ,698 ,732 ,0 ,46 
중산고등학교,35868,357 ,145 ,357 ,145 ,0 ,16 
중산고등학교,35869,1164 ,1055 ,1164 ,1055 ,0 ,71 
중산교차로,35652,1049 ,816 ,1049 ,816 ,0 ,60 
중산교차로,35653,593 ,3423 ,593 ,3423 ,0 ,129 
중산동,35247,386 ,661 ,386 ,661 ,0 ,33 
중산동,35305,2290 ,649 ,2290 ,649 ,0 ,94 
중산동(중촌),35272,988 ,1648 ,988 ,1648 ,0 ,85 
중산동(중촌),35278,25 ,368 ,25 ,368 ,0 ,12 
중산중고등학교,35817,218 ,118 ,218 ,118 ,0 ,10 
중산중학교,35656,1765 ,467 ,1765 ,467 ,0 ,72 
중산중학교,35657,717 ,1521 ,717 ,1521 ,0 ,72 
중앙공영아파트,41268,3576 ,1552 ,3576 ,1552 ,0 ,165 
중앙공원사거리,39189,538 ,730 ,538 ,730 ,0 ,40 
중앙방앗간,35852,7 ,55 ,7 ,55 ,0 ,2 
중앙방앗간,35853,32 ,11 ,32 ,11 ,0 ,1 
중앙사료,42014,2366 ,1390 ,2366 ,1390 ,0 ,121 
중앙사료,42015,634 ,1163 ,634 ,1163 ,0 ,57 
중앙산부인과,70176,10 ,300 ,10 ,300 ,0 ,10 
중앙산부인과,70230,500 ,69 ,500 ,69 ,0 ,18 
중앙시장,90125,2117 ,1205 ,2071 ,1205 ,46 ,107 
중앙시장.고려궁지입구,43067,2057 ,1811 ,2046 ,1811 ,11 ,124 
중앙아파트,40409,829 ,928 ,829 ,928 ,0 ,56 
중앙아파트,42315,3344 ,2024 ,3344 ,2024 ,0 ,173 
중앙하이츠,41110,4538 ,12165 ,4538 ,12165 ,0 ,538 
중앙호수공원입구(호반베르디움),89245,23 ,514 ,23 ,514 ,0 ,17 
중원고등학교,55078,1922 ,805 ,1922 ,805 ,0 ,87 
중촌,43252,193 ,2 ,188 ,2 ,5 ,6 
중촌,43369,1 ,71 ,1 ,71 ,0 ,2 
중촌교차로,35436,222 ,646 ,222 ,646 ,0 ,28 
중촌교차로,35443,1137 ,441 ,1137 ,441 ,0 ,50 
중혈마을,43176,12 ,36 ,12 ,36 ,0 ,1 
중혈마을,43299,78 ,9 ,76 ,9 ,2 ,2 
중흥S클래스,42832,2652 ,1815 ,2652 ,1815 ,0 ,144 
중흥S클래스,42847,1170 ,671 ,1170 ,671 ,0 ,59 
중흥S클래스1차,42844,367 ,870 ,367 ,870 ,0 ,39 
중흥S클래스1차,42845,967 ,566 ,967 ,566 ,0 ,49 
중흥S클래스2단지,42771,3889 ,1699 ,3889 ,1699 ,0 ,180 
중흥S클래스2단지(북측),42856,4564 ,1480 ,4564 ,1480 ,0 ,194 
중흥마을.은하마을,55070,606 ,332 ,606 ,332 ,0 ,30 
지랏돌,90071,81 ,6 ,80 ,6 ,1 ,2 
지랏돌,90072,0 ,29 ,0 ,29 ,0 ,0 
지산리,90436,46 ,74 ,46 ,74 ,0 ,3 
지산리입구,43310,2 ,6 ,2 ,6 ,0 ,0 
지산리입구,43751,48 ,30 ,48 ,30 ,0 ,2 
지산입구(용진),43538,23 ,1 ,23 ,1 ,0 ,0 
지산입구(용진),43679,2 ,15 ,2 ,15 ,0 ,0 
지석리마을회관,90274,20 ,10 ,20 ,10 ,0 ,0 
지석리망향단입구,90273,2 ,4 ,2 ,4 ,0 ,0 
지석리오현부락,90275,25 ,25 ,25 ,25 ,0 ,1 
지석초등학교입구,90277,29 ,13 ,29 ,13 ,0 ,1 
지식정보단지역,38373,10198 ,2178 ,10198 ,2178 ,0 ,399 
지식정보단지역,38403,6853 ,1322 ,6853 ,1322 ,0 ,263 
지식정보단지역,38404,999 ,4853 ,999 ,4853 ,0 ,188 
지식정보단지역(4번출구),38380,813 ,10523 ,813 ,10523 ,0 ,365 
진고개(5연대입구),43380,248 ,98 ,245 ,98 ,3 ,11 
진고개(5연대입구),43794,16 ,223 ,15 ,223 ,1 ,7 
진광횟집앞,43507,17 ,7 ,17 ,7 ,0 ,0 
진광횟집앞,43541,9 ,6 ,9 ,6 ,0 ,0 
진달래아파트,37600,20 ,826 ,20 ,826 ,0 ,27 
진도로르빌아파트,37471,3816 ,10072 ,3816 ,10072 ,0 ,448 
진두방앗간,44129,2 ,24 ,2 ,24 ,0 ,0 
진두방앗간,44195,21 ,4 ,21 ,4 ,0 ,0 
진두방앗간,44196,1 ,0 ,1 ,0 ,0 ,0 
진산과학고등학교,40640,1 ,390 ,1 ,390 ,0 ,12 
진산과학고등학교,40915,138 ,2 ,138 ,2 ,0 ,4 
진산중학교,40575,1240 ,2199 ,1240 ,2199 ,0 ,110 
진산초등학교,40614,1133 ,3983 ,1133 ,3983 ,0 ,165 
진산초등학교,40633,3 ,74 ,3 ,74 ,0 ,2 
진산초등학교,40914,262 ,16 ,262 ,16 ,0 ,8 
진솔인더스트리,89447,178 ,9 ,178 ,9 ,0 ,6 
진솔인더스트리,89448,0 ,315 ,0 ,315 ,0 ,10 
진주5단지503동앞,42089,3798 ,2854 ,3798 ,2854 ,0 ,214 
진주상가,42544,3614 ,356 ,3614 ,356 ,0 ,128 
진주아파트2단지6동,42084,126 ,7222 ,126 ,7222 ,0 ,237 
진주아파트2단지·가좌시장,42092,545 ,12085 ,545 ,12085 ,0 ,407 
진주아파트3단지,42086,8842 ,284 ,8842 ,284 ,0 ,294 
진주아파트4단지,42077,3678 ,239 ,3678 ,239 ,0 ,126 
진표에너지,42548,1 ,289 ,1 ,289 ,0 ,9 
진흥아파트,37190,2896 ,2490 ,2896 ,2490 ,0 ,173 
진흥아파트,37193,2858 ,3280 ,2858 ,3280 ,0 ,198 
진흥아파트,37240,5651 ,4357 ,5651 ,4357 ,0 ,322 
진흥아파트,37243,6106 ,9536 ,6106 ,9536 ,0 ,504 
진흥아파트,39297,7503 ,7561 ,7503 ,7561 ,0 ,485 
집단에너지,39064,247 ,123 ,247 ,123 ,0 ,11 
집단에너지시설,39065,121 ,241 ,121 ,241 ,0 ,11 
짓절미,43485,25 ,18 ,25 ,18 ,0 ,1 
짓절미,43713,9 ,8 ,9 ,8 ,0 ,0 
찬우물,39179,1297 ,3415 ,1297 ,3415 ,0 ,152 
찬우물,39188,1692 ,710 ,1692 ,710 ,0 ,77 
찬우물,43048,123 ,215 ,122 ,215 ,1 ,10 
찬우물근린공원,39914,9669 ,7119 ,9669 ,7119 ,0 ,541 
찬우물근린공원,39915,8343 ,7533 ,8343 ,7533 ,0 ,512 
찬우물약수터,43851,167 ,332 ,167 ,332 ,0 ,16 
참빛감리교회,42437,15350 ,13019 ,15350 ,13019 ,0 ,915 
참좋은집,36160,453 ,22 ,453 ,22 ,0 ,15 
참좋은집,36161,32 ,408 ,32 ,408 ,0 ,14 
창2리마을회관앞,90479,107 ,291 ,105 ,291 ,2 ,12 
창2리마을회관앞,90480,231 ,85 ,229 ,85 ,2 ,10 
창골,43549,233 ,112 ,232 ,112 ,1 ,11 
창리,43902,12 ,175 ,12 ,175 ,0 ,6 
창리,43903,48 ,11 ,48 ,11 ,0 ,1 
창신초등학교,42620,2354 ,3760 ,2354 ,3760 ,0 ,197 
창신초등학교,42621,2911 ,1677 ,2911 ,1677 ,0 ,148 
창후1리마을회관,43595,94 ,1 ,93 ,1 ,1 ,3 
창후1리마을회관,43783,4 ,182 ,2 ,182 ,2 ,6 
창후리입구,43604,213 ,10 ,213 ,10 ,0 ,7 
창후리입구,43830,26 ,187 ,26 ,187 ,0 ,6 
창후리종점,43774,27 ,58 ,22 ,58 ,5 ,2 
창후정미소,43461,61 ,1 ,60 ,1 ,1 ,2 
창후정미소,43600,2 ,60 ,2 ,60 ,0 ,2 
채석장,38179,1226 ,405 ,1226 ,405 ,0 ,52 
채플 갤러리,90422,8 ,0 ,8 ,0 ,0 ,0 
채플 갤러리,90423,0 ,9 ,0 ,9 ,0 ,0 
천곡,43409,140 ,4 ,140 ,4 ,0 ,4 
천곡,43827,17 ,195 ,17 ,195 ,0 ,6 
천촌,43411,19 ,103 ,18 ,103 ,1 ,3 
천촌,43795,149 ,0 ,143 ,0 ,6 ,4 
철곶,43653,12 ,26 ,11 ,26 ,1 ,1 
철곶,43759,54 ,9 ,54 ,9 ,0 ,2 
철산리검문소,43957,7 ,11 ,7 ,11 ,0 ,0 
철산리검문소,43958,15 ,4 ,13 ,4 ,2 ,0 
철산리입구,43685,17 ,14 ,17 ,14 ,0 ,1 
철산리입구,43741,11 ,49 ,11 ,49 ,0 ,1 
첨단초등학교,92014,500 ,4703 ,500 ,4703 ,0 ,167 
청광플러스원101동앞,92070,453 ,3594 ,453 ,3594 ,0 ,130 
청광플러스원102동앞,39946,771 ,140 ,771 ,140 ,0 ,29 
청광플러스원아파트,39775,5321 ,3394 ,5321 ,3394 ,0 ,281 
청광플러스원아파트,39786,3241 ,7689 ,3241 ,7689 ,0 ,352 
청능로사거리,39622,41269 ,18818 ,41269 ,18818 ,0 ,1938 
청능로사거리,39623,20802 ,41407 ,20802 ,41407 ,0 ,2006 
청라1동행정복지센터,42744,14383 ,5766 ,14383 ,5766 ,0 ,649 
청라1동행정복지센터,42745,7415 ,11697 ,7415 ,11697 ,0 ,616 
청라1호문화공원,89471,23 ,0 ,23 ,0 ,0 ,0 
청라2동행정복지센터,89039,3053 ,937 ,3053 ,937 ,0 ,128 
청라2동행정복지센터,89042,1642 ,3357 ,1642 ,3357 ,0 ,161 
청라3동행정복지센터,89374,1914 ,6725 ,1914 ,6725 ,0 ,278 
청라3동행정복지센터,89375,7981 ,1489 ,7981 ,1489 ,0 ,305 
청라BRT차고지입구,89336,7 ,697 ,7 ,697 ,0 ,22 
청라BRT차고지입구,89337,676 ,28 ,676 ,28 ,0 ,22 
청라BRT통합차고지,89508,1 ,173 ,1 ,173 ,0 ,5 
청라BRT통합차고지,89522,350 ,8 ,350 ,8 ,0 ,11 
청라고등학교,42784,2151 ,1131 ,2151 ,1131 ,0 ,105 
청라고등학교,42785,1521 ,2169 ,1521 ,2169 ,0 ,119 
청라골프아카데미,89255,205 ,72 ,205 ,72 ,0 ,8 
청라골프아카데미,89256,103 ,221 ,103 ,221 ,0 ,10 
청라국제도서관,42922,49 ,282 ,49 ,282 ,0 ,10 
청라국제도서관,42923,302 ,55 ,302 ,55 ,0 ,11 
청라국제도시역,89270,51070 ,35796 ,51070 ,35796 ,0 ,2802 
청라국제도시역(경명대로),89034,8063 ,9945 ,8063 ,9945 ,0 ,580 
청라국제도시역(서부산단방향),89043,26073 ,46642 ,26073 ,46642 ,0 ,2345 
청라국제도시역(청라국제교방향),89215,48591 ,25623 ,48591 ,25623 ,0 ,2394 
청라국제도시역푸르지오시티,89523,1307 ,6100 ,1307 ,6100 ,0 ,238 
청라국제도시역푸르지오시티,89524,7317 ,2355 ,7317 ,2355 ,0 ,312 
청라국제어린이집,89289,349 ,49 ,349 ,49 ,0 ,12 
청라국제업무단지(골드클래스),42984,1075 ,526 ,1075 ,526 ,0 ,51 
청라꽃농원,42991,49 ,118 ,49 ,118 ,0 ,5 
청라달튼국제학교,42895,334 ,512 ,334 ,512 ,0 ,27 
청라달튼국제학교,89121,401 ,623 ,401 ,623 ,0 ,33 
청라도,42931,7 ,91 ,7 ,91 ,0 ,3 
청라도,89127,5 ,67 ,5 ,67 ,0 ,2 
청라디이스트,42961,246 ,1407 ,246 ,1407 ,0 ,53 
청라디이스트(562동),42962,2003 ,3502 ,2003 ,3502 ,0 ,177 
청라디이스트(567동),89017,536 ,181 ,536 ,181 ,0 ,23 
청라로데오시티포레안,89419,136 ,314 ,136 ,314 ,0 ,14 
청라로봇랜드,89246,34 ,22 ,34 ,22 ,0 ,1 
청라로봇랜드,89247,3 ,61 ,3 ,61 ,0 ,2 
청라모아미래도아파트604동,89344,3557 ,3133 ,3557 ,3133 ,0 ,215 
청라모아미래도아파트정문,89353,48 ,17 ,48 ,17 ,0 ,2 
청라백세요양병원,42944,153 ,150 ,153 ,150 ,0 ,9 
청라백세요양병원,89179,214 ,248 ,214 ,248 ,0 ,14 
청라복합문화센터,89218,393 ,1575 ,393 ,1575 ,0 ,63 
청라복합문화센터,89219,1367 ,341 ,1367 ,341 ,0 ,55 
청라센텀로제비앙,89295,2402 ,2355 ,2402 ,2355 ,0 ,153 
청라센텀로제비앙,89296,2749 ,2374 ,2749 ,2374 ,0 ,165 
청라센텀로제비앙정문앞,89346,8 ,136 ,8 ,136 ,0 ,4 
청라센트럴에일린의뜰,42834,4840 ,4741 ,4840 ,4741 ,0 ,309 
청라센트럴에일린의뜰104동,42990,3853 ,1929 ,3853 ,1929 ,0 ,186 
청라센트럴에일린의뜰106동,42892,9403 ,6008 ,9403 ,6008 ,0 ,497 
청라스타필드,89417,27 ,101 ,27 ,101 ,0 ,4 
청라스타필드,89418,41 ,181 ,41 ,181 ,0 ,7 
청라시티프라디움,89334,1950 ,2629 ,1950 ,2629 ,0 ,147 
청라시티프라디움,89335,3452 ,1291 ,3452 ,1291 ,0 ,153 
청라우미린,42862,741 ,5115 ,741 ,5115 ,0 ,188 
청라우미린아파트,89290,3513 ,12430 ,3513 ,12430 ,0 ,514 
청라웰카운티221동,89288,44 ,425 ,44 ,425 ,0 ,15 
청라웰카운티223동,42997,1001 ,305 ,1001 ,305 ,0 ,42 
청라자이,42742,10280 ,2973 ,10280 ,2973 ,0 ,427 
청라중앙호수공원입구,89021,13453 ,9367 ,13453 ,9367 ,0 ,736 
청라중앙호수공원입구,89024,8398 ,14942 ,8398 ,14942 ,0 ,752 
청라중학교,42848,1319 ,2413 ,1319 ,2413 ,0 ,120 
청라초등학교,89281,6552 ,6741 ,6552 ,6741 ,0 ,428 
청라초등학교,89282,5495 ,7124 ,5495 ,7124 ,0 ,407 
청라파크자이상가,89299,896 ,851 ,896 ,851 ,0 ,56 
청라파크자이상가,89300,693 ,693 ,693 ,693 ,0 ,44 
청라푸르지오,89217,728 ,1447 ,728 ,1447 ,0 ,70 
청라푸르지오라피아노,89497,3 ,212 ,3 ,212 ,0 ,6 
청라푸르지오라피아노,89498,76 ,11 ,76 ,11 ,0 ,2 
청라한내로72번길,89533,54 ,14 ,54 ,14 ,0 ,2 
청라한내로72번길,89534,22 ,165 ,22 ,165 ,0 ,6 
청라한양수자인레이크블루,89348,2618 ,2505 ,2618 ,2505 ,0 ,165 
청라한양수자인레이크블루,89351,2506 ,1349 ,2506 ,1349 ,0 ,124 
청라한화꿈에그린,89123,1950 ,620 ,1950 ,620 ,0 ,82 
청라한화꿈에그린,89124,517 ,1362 ,517 ,1362 ,0 ,60 
청라호반베르디움.포리공원,42899,1885 ,486 ,1885 ,486 ,0 ,76 
청라호반베르디움.포리공원,42919,647 ,1970 ,647 ,1970 ,0 ,84 
청라호수공원(남측),42861,2212 ,662 ,2212 ,662 ,0 ,92 
청라호수공원(남측),42863,799 ,2425 ,799 ,2425 ,0 ,104 
청라호수공원(동축),89531,219 ,13 ,219 ,13 ,0 ,7 
청라호수공원(동축),89532,6 ,236 ,6 ,236 ,0 ,7 
청라호수공원(서측),89535,57 ,11 ,57 ,11 ,0 ,2 
청라호수공원(서측),89536,47 ,230 ,47 ,230 ,0 ,8 
청라호수공원한신더휴,42870,7927 ,1435 ,7927 ,1435 ,0 ,302 
청라호수공원한신더휴아파트,89291,15692 ,5628 ,15692 ,5628 ,0 ,687 
청라힐스테이트,42987,1055 ,2530 ,1055 ,2530 ,0 ,115 
청라힐스테이트,42988,2769 ,737 ,2769 ,737 ,0 ,113 
청람중학교,89018,1496 ,2067 ,1496 ,2067 ,0 ,114 
청람중학교,89019,2399 ,1957 ,2399 ,1957 ,0 ,140 
청람초등학교,89279,7819 ,10305 ,7819 ,10305 ,0 ,584 
청람초등학교,89280,10373 ,9145 ,10373 ,9145 ,0 ,629 
청량중학교,38086,10134 ,4287 ,10134 ,4287 ,0 ,465 
청련사입구,43766,49 ,139 ,48 ,139 ,1 ,6 
청련사입구,43841,71 ,6 ,69 ,6 ,2 ,2 
청룡정,41633,121 ,11 ,121 ,11 ,0 ,4 
청룡정,41634,6 ,223 ,6 ,223 ,0 ,7 
청소년수련관,42612,2639 ,169 ,2639 ,169 ,0 ,90 
청소년수련관,42613,55 ,2868 ,55 ,2868 ,0 ,94 
청소년수련관,43078,111 ,229 ,106 ,229 ,5 ,10 
청소년수련관,43079,116 ,99 ,116 ,99 ,0 ,6 
청소년수련관·어린이과학관·체육센터,41307,12008 ,8053 ,12008 ,8053 ,0 ,647 
청소년수련관·어린이과학관·체육센터,41308,5952 ,8696 ,5952 ,8696 ,0 ,472 
청송1단지.중흥S클래스,80090,157 ,164 ,157 ,164 ,0 ,10 
청송1단지.중흥S클래스,80102,454 ,107 ,454 ,107 ,0 ,18 
청송2.3단지,80089,51 ,86 ,51 ,86 ,0 ,4 
청송2.3단지,80101,245 ,51 ,245 ,51 ,0 ,9 
청송마을.성우오스타,80329,163 ,92 ,163 ,92 ,0 ,8 
청송부락,90092,0 ,1 ,0 ,1 ,0 ,0 
청송부락,90093,18 ,0 ,18 ,0 ,0 ,0 
청수농장,35928,5 ,2 ,5 ,2 ,0 ,0 
청수농장,35929,2 ,1 ,2 ,1 ,0 ,0 
청수사거리,40582,3935 ,6714 ,3935 ,6714 ,0 ,343 
청수사거리,40586,17352 ,7639 ,17352 ,7639 ,0 ,806 
청양골,42775,3 ,73 ,3 ,73 ,0 ,2 
청운대삼거리(하늘꿈교회),37433,5115 ,4783 ,5115 ,4783 ,0 ,319 
청운대삼거리(하늘꿈교회),37500,2883 ,3103 ,2883 ,3103 ,0 ,193 
청운대후문.한전제물포지사,37632,412 ,1004 ,412 ,1004 ,0 ,45 
청운대후문.한전제물포지사,37633,169 ,1066 ,169 ,1066 ,0 ,39 
청정주말농장,39852,0 ,187 ,0 ,187 ,0 ,6 
청천1동행정복지센터,40938,812 ,289 ,812 ,289 ,0 ,35 
청천1동행정복지센터,40939,208 ,1752 ,208 ,1752 ,0 ,63 
청천농장,40538,256 ,1215 ,256 ,1215 ,0 ,47 
청천농장,42511,1393 ,310 ,1393 ,310 ,0 ,54 
청천농장(종점),40520,2550 ,2950 ,2550 ,2950 ,0 ,177 
청천농장입구,40558,289 ,419 ,289 ,419 ,0 ,22 
청천농장입구,40809,1 ,423 ,1 ,423 ,0 ,13 
청천농장입구,40941,1 ,53 ,1 ,53 ,0 ,1 
청천도서관,40426,1470 ,1959 ,1470 ,1959 ,0 ,110 
청천도서관,40427,1241 ,908 ,1241 ,908 ,0 ,69 
청천동,40808,960 ,19 ,960 ,19 ,0 ,31 
청천동무지개아파트,40617,870 ,3701 ,870 ,3701 ,0 ,147 
청천동무지개아파트,40618,3400 ,941 ,3400 ,941 ,0 ,140 
청천동아이즈빌아울렛,40587,3460 ,9301 ,3460 ,9301 ,0 ,411 
청천동아이즈빌아울렛,40818,3660 ,2174 ,3660 ,2174 ,0 ,188 
청천동차고지,40925,769 ,955 ,769 ,955 ,0 ,55 
청천중학교,40449,1487 ,5242 ,1487 ,5242 ,0 ,217 
청천중학교,40455,1941 ,4972 ,1941 ,4972 ,0 ,223 
청천천공영주차장,40896,669 ,1875 ,669 ,1875 ,0 ,82 
청천천공영주차장,41639,598 ,1750 ,598 ,1750 ,0 ,75 
청천초등학교후문,40574,1919 ,14423 ,1919 ,14423 ,0 ,527 
청천초등학교후문,40579,15151 ,1542 ,15151 ,1542 ,0 ,538 
청천치안센터,40533,32318 ,15746 ,32318 ,15746 ,0 ,1550 
청천치안센터,40537,11711 ,17689 ,11711 ,17689 ,0 ,948 
청천푸르지오아파트,40488,10384 ,9976 ,10384 ,9976 ,0 ,656 
청천푸르지오아파트,40515,12626 ,1554 ,12626 ,1554 ,0 ,457 
청천푸르지오아파트,40516,1677 ,8859 ,1677 ,8859 ,0 ,339 
청천푸르지오아파트,40811,8669 ,1894 ,8669 ,1894 ,0 ,340 
청천푸르지오아파트,40812,1039 ,5303 ,1039 ,5303 ,0 ,204 
청천푸르지오아파트,40894,48 ,2320 ,48 ,2320 ,0 ,76 
청천하우스디아파트,40475,6795 ,2272 ,6795 ,2272 ,0 ,292 
청천하우스디아파트,40477,802 ,4535 ,802 ,4535 ,0 ,172 
청학동.한국전력남인천지사,38230,2707 ,3627 ,2707 ,3627 ,0 ,204 
청학동.한국전력남인천지사,38239,7963 ,6494 ,7963 ,6494 ,0 ,466 
청학사거리,38256,22463 ,15930 ,22463 ,15930 ,0 ,1238 
청학사거리,38259,11156 ,14660 ,11156 ,14660 ,0 ,832 
청학사거리,38509,1766 ,1830 ,1766 ,1830 ,0 ,116 
청학아파트,38236,10269 ,6796 ,10269 ,6796 ,0 ,550 
청학아파트,38341,7215 ,7476 ,7215 ,7476 ,0 ,473 
청학중학교,38160,3466 ,4900 ,3466 ,4900 ,0 ,269 
청학중학교,38161,3327 ,2073 ,3327 ,2073 ,0 ,174 
청학중학교,38496,848 ,379 ,848 ,379 ,0 ,39 
청학초등학교,38181,2637 ,2985 ,2637 ,2985 ,0 ,181 
청학초등학교,38185,2867 ,2823 ,2867 ,2823 ,0 ,183 
청학초등학교,38190,2066 ,2579 ,2066 ,2579 ,0 ,149 
체육공원,90214,35 ,20 ,35 ,20 ,0 ,1 
체육공원앞,35605,27 ,1059 ,27 ,1059 ,0 ,35 
체육공원앞,35606,852 ,35 ,852 ,35 ,0 ,28 
초은고등학교,89025,9741 ,6131 ,9741 ,6131 ,0 ,512 
초은고등학교,89026,4145 ,10647 ,4145 ,10647 ,0 ,477 
초정마을,41252,4009 ,2500 ,4009 ,2500 ,0 ,209 
초정마을,41254,2239 ,822 ,2239 ,822 ,0 ,98 
초지,43016,11 ,47 ,11 ,47 ,0 ,1 
초지대교,43017,186 ,429 ,184 ,429 ,2 ,19 
초지대교,43071,1295 ,427 ,1295 ,427 ,0 ,55 
초지대교,43106,219 ,605 ,219 ,605 ,0 ,26 
초지리,43026,86 ,155 ,86 ,155 ,0 ,7 
초지리,43093,3 ,56 ,3 ,56 ,0 ,1 
초지삼거리,43112,120 ,37 ,120 ,37 ,0 ,5 
초지삼거리,43147,1 ,88 ,1 ,88 ,0 ,2 
초지삼거리,43508,21 ,119 ,21 ,119 ,0 ,4 
초지진,43024,34 ,80 ,34 ,80 ,0 ,3 
초지진,43025,159 ,87 ,159 ,87 ,0 ,7 
초지큰말,43260,18 ,0 ,18 ,0 ,0 ,0 
초지큰말,43512,0 ,18 ,0 ,18 ,0 ,0 
축현초등학교.인천시립박물관,38151,5144 ,3834 ,5144 ,3834 ,0 ,289 
축현초등학교.인천시립박물관,38152,3058 ,4566 ,3058 ,4566 ,0 ,245 
축협,43061,1384 ,976 ,1368 ,976 ,16 ,76 
충렬사,43326,7 ,0 ,7 ,0 ,0 ,0 
충렬사,43629,68 ,46 ,68 ,46 ,0 ,3 
충성아파트,40117,874 ,1331 ,874 ,1331 ,0 ,71 
충정로역2호선,22064,9521 ,75 ,9521 ,75 ,0 ,309 
치마바위,43247,1 ,34 ,1 ,34 ,0 ,1 
치마바위,43646,17 ,5 ,16 ,5 ,1 ,0 
카페거리,35727,70 ,51 ,70 ,51 ,0 ,3 
카페거리,35728,31 ,174 ,31 ,174 ,0 ,6 
칼빈매니토바국제학교,38370,2113 ,5098 ,2113 ,5098 ,0 ,232 
칼빈매니토바국제학교,38435,2588 ,490 ,2588 ,490 ,0 ,99 
칼빈매니토바국제학교,38500,4800 ,2159 ,4800 ,2159 ,0 ,224 
캐슬해모로,39845,1134 ,320 ,1134 ,320 ,0 ,46 
캐슬해모로,39846,5089 ,814 ,5089 ,814 ,0 ,190 
캐슬해모로,39848,634 ,983 ,634 ,983 ,0 ,52 
캐슬해모로,39849,1077 ,4085 ,1077 ,4085 ,0 ,166 
캠퍼스타운역,38419,10722 ,20827 ,10722 ,20827 ,0 ,1017 
캠퍼스타운역,38420,9241 ,7118 ,9241 ,7118 ,0 ,527 
캠퍼스타운역(3번출구),38388,25 ,2719 ,25 ,2719 ,0 ,88 
캠퍼스타운역(3번출구),38717,1009 ,21 ,1009 ,21 ,0 ,33 
커넬워크,38415,2040 ,677 ,2040 ,677 ,0 ,87 
커넬워크,38417,3356 ,3143 ,3356 ,3143 ,0 ,209 
커넬워크,38753,104 ,2245 ,104 ,2245 ,0 ,75 
커넬워크(4동),38527,560 ,1161 ,560 ,1161 ,0 ,55 
컨벤시아,38372,1636 ,2850 ,1636 ,2850 ,0 ,144 
코세스물류창고,89197,87 ,16 ,87 ,16 ,0 ,3 
코스모스아파트,42098,357 ,1121 ,357 ,1121 ,0 ,47 
코오롱더프라우,38439,20 ,1033 ,20 ,1033 ,0 ,33 
코오롱아파트작전중.고.여고,41117,3317 ,4152 ,3317 ,4152 ,0 ,240 
"쿠팡16,17센터",35865,560 ,1127 ,560 ,1127 ,0 ,54 
쿠팡물류센터,89157,7 ,718 ,7 ,718 ,0 ,23 
큐티엘,90218,35 ,18 ,33 ,18 ,2 ,1 
크리스탈로102번길,89529,85 ,18 ,85 ,18 ,0 ,3 
크리스탈로102번길,89530,5 ,106 ,5 ,106 ,0 ,3 
큰말,43937,36 ,1 ,36 ,1 ,0 ,1 
큰말,43938,0 ,24 ,0 ,24 ,0 ,0 
큰말,43949,6 ,9 ,6 ,9 ,0 ,0 
큰말,90309,2 ,11 ,2 ,11 ,0 ,0 
큰무리선착장,35710,321 ,67 ,321 ,67 ,0 ,12 
큰무리선착장,35712,22 ,347 ,22 ,347 ,0 ,11 
큰방죽사거리,39144,2016 ,901 ,2016 ,901 ,0 ,94 
큰방죽사거리,39145,372 ,2202 ,372 ,2202 ,0 ,83 
큰방죽삼거리,39575,149 ,214 ,149 ,214 ,0 ,11 
큰방죽삼거리,39576,66 ,429 ,66 ,429 ,0 ,15 
큰산너머입구,44013,18 ,145 ,18 ,145 ,0 ,5 
큰산너머입구,44014,175 ,54 ,175 ,54 ,0 ,7 
킹스빌타운,41315,3090 ,2960 ,3090 ,2960 ,0 ,195 
타운하우스공장.명진화학,89226,2 ,145 ,2 ,145 ,0 ,4 
타운하우스공장.명진화학,89227,206 ,37 ,206 ,37 ,0 ,7 
