정류소명,정류소아이디,총승차건수,총하차건수,승차건수(카드),하차건수(카드),승차건수(현금),일평균승하차건수
대동도어(주),39983,728 ,39 ,728 ,39 ,0 ,24 
대동도어(주),39984,15 ,869 ,15 ,869 ,0 ,28 
대동아파트,37042,9352 ,2618 ,9352 ,2618 ,0 ,386 
대동아파트,37504,5092 ,8917 ,5092 ,8917 ,0 ,451 
대동아파트,39256,448 ,4940 ,448 ,4940 ,0 ,173 
대동아파트,39473,3466 ,240 ,3466 ,240 ,0 ,119 
대동아파트,39474,131 ,6335 ,131 ,6335 ,0 ,208 
대동아파트,40491,529 ,237 ,529 ,237 ,0 ,24 
대동아파트,40569,7909 ,3642 ,7909 ,3642 ,0 ,372 
대동아파트,41172,2562 ,748 ,2562 ,748 ,0 ,106 
대동아파트,42304,2583 ,4155 ,2583 ,4155 ,0 ,217 
대동아파트,42306,2960 ,1854 ,2960 ,1854 ,0 ,155 
대동아파트정문앞,40277,1374 ,1139 ,1374 ,1139 ,0 ,81 
대동아파트후문,41137,2468 ,3872 ,2468 ,3872 ,0 ,204 
대동월드,38116,4206 ,2689 ,4206 ,2689 ,0 ,222 
대동특수철강,39049,226 ,1349 ,226 ,1349 ,0 ,50 
대룡2리마을회관앞,90026,2 ,41 ,2 ,41 ,0 ,1 
대룡2리마을회관앞,90027,78 ,3 ,76 ,3 ,2 ,2 
대룡시장,90020,368 ,1091 ,364 ,1091 ,4 ,47 
대룡시장,90021,1089 ,348 ,1083 ,348 ,6 ,46 
대륭맨숀,40242,10366 ,6747 ,10366 ,6747 ,0 ,552 
대륭맨숀,40247,11423 ,11212 ,11423 ,11212 ,0 ,730 
대림3차아파트301동앞,38681,523 ,71 ,523 ,71 ,0 ,19 
대림3차아파트301동앞,38684,49 ,927 ,49 ,927 ,0 ,31 
대림아파트,37053,11647 ,5109 ,11647 ,5109 ,0 ,540 
대림아파트,37054,3712 ,8408 ,3712 ,8408 ,0 ,390 
대림아파트,38257,6581 ,1654 ,6581 ,1654 ,0 ,265 
대림아파트,40382,3937 ,11398 ,3937 ,11398 ,0 ,494 
대림아파트,42609,2179 ,1477 ,2179 ,1477 ,0 ,117 
대림아파트,42610,129 ,1974 ,129 ,1974 ,0 ,67 
대림아파트후문,40397,2247 ,1675 ,2247 ,1675 ,0 ,126 
대명아파트,37537,2357 ,6429 ,2357 ,6429 ,0 ,283 
대명초교,80002,1729 ,143 ,1729 ,143 ,0 ,60 
대명초교,80003,240 ,1304 ,240 ,1304 ,0 ,49 
대문리고개입구,43546,705 ,396 ,695 ,396 ,10 ,35 
대문리고개입구,90466,305 ,480 ,303 ,480 ,2 ,25 
대문목재,89206,91 ,232 ,91 ,232 ,0 ,10 
대문목재,89207,278 ,20 ,278 ,20 ,0 ,9 
대문촌마을,90058,7 ,0 ,7 ,0 ,0 ,0 
대문촌마을,90059,3 ,7 ,3 ,7 ,0 ,0 
대박주유소,36091,2304 ,2511 ,2304 ,2511 ,0 ,155 
대부고교차로,18388,2 ,5 ,2 ,5 ,0 ,0 
대부관광호텔,62040,373 ,57 ,373 ,57 ,0 ,13 
대부도서관,18389,1 ,39 ,1 ,39 ,0 ,1 
대부도서관,18391,13 ,7 ,13 ,7 ,0 ,0 
대부동행정복지센터,62011,332 ,1223 ,332 ,1223 ,0 ,50 
대부동행정복지센터,62012,1405 ,283 ,1405 ,283 ,0 ,54 
대부중고등학교,62027,303 ,46 ,303 ,46 ,0 ,11 
대부중고등학교,62028,43 ,201 ,43 ,201 ,0 ,7 
대부파출소앞,62036,4 ,132 ,4 ,132 ,0 ,4 
대부파출소앞,62042,110 ,11 ,110 ,11 ,0 ,3 
대사마을,43947,21 ,153 ,21 ,153 ,0 ,5 
대사마을,43948,109 ,10 ,108 ,10 ,1 ,3 
대산-기점,90259,115 ,9 ,114 ,9 ,1 ,4 
대산-종점,90261,34 ,71 ,34 ,71 ,0 ,3 
대산1리마을회관,90449,114 ,0 ,114 ,0 ,0 ,3 
대산1리마을회관,90468,3 ,131 ,3 ,131 ,0 ,4 
대산1리삼거리,90450,356 ,20 ,355 ,20 ,1 ,12 
대산1리삼거리,90469,2 ,83 ,2 ,83 ,0 ,2 
대산2리마을회관,90451,281 ,12 ,280 ,12 ,1 ,9 
대산2리마을회관,90470,11 ,299 ,11 ,299 ,0 ,10 
대산리고인돌앞,90471,2 ,128 ,2 ,128 ,0 ,4 
대상스틸,89007,313 ,681 ,313 ,681 ,0 ,32 
대성베르힐아파트(가정성당),89240,1679 ,3077 ,1679 ,3077 ,0 ,153 
대성베르힐아파트(가정성당),89241,6228 ,2635 ,6228 ,2635 ,0 ,285 
대성유니드아파트,40674,1290 ,5121 ,1290 ,5121 ,0 ,206 
대성유니드아파트,40675,2693 ,440 ,2693 ,440 ,0 ,101 
대신아파트,41406,6517 ,1509 ,6517 ,1509 ,0 ,258 
대신철강,42859,5 ,1052 ,5 ,1052 ,0 ,34 
대야초교.ABC학습타운입구,70017,516 ,1810 ,516 ,1810 ,0 ,75 
대야초교.ABC학습타운입구,70020,1909 ,620 ,1909 ,620 ,0 ,81 
대양자동차학원,35073,20 ,1867 ,20 ,1867 ,0 ,60 
대우삼환아파트,38078,6301 ,4498 ,6301 ,4498 ,0 ,348 
대우삼환아파트,38591,1373 ,3203 ,1373 ,3203 ,0 ,147 
대우실업,41485,28 ,56 ,28 ,56 ,0 ,2 
대우실업,41505,62 ,1 ,62 ,1 ,0 ,2 
대우아파트,38206,4476 ,4046 ,4476 ,4046 ,0 ,274 
대우아파트,38208,4143 ,3735 ,4143 ,3735 ,0 ,254 
대우아파트,40321,157 ,291 ,157 ,291 ,0 ,14 
대우아파트,40340,1235 ,691 ,1235 ,691 ,0 ,62 
대우자동차운전학원,42262,600 ,292 ,600 ,292 ,0 ,28 
대우자동차운전학원,42263,242 ,620 ,242 ,620 ,0 ,27 
대우재아파트,39702,9 ,392 ,9 ,392 ,0 ,12 
대우재아파트,39703,589 ,556 ,589 ,556 ,0 ,36 
대우푸르지오,42407,28002 ,4527 ,28002 ,4527 ,0 ,1049 
대우푸르지오,42842,608 ,1642 ,608 ,1642 ,0 ,72 
대우푸르지오복합상가,39605,2846 ,1537 ,2846 ,1537 ,0 ,141 
대우하나아파트,89073,16373 ,11739 ,16373 ,11739 ,0 ,906 
대우하나아파트·2차리더스뷰106동,89074,8987 ,11835 ,8987 ,11835 ,0 ,671 
대웅실업앞,92003,66 ,322 ,66 ,322 ,0 ,12 
대원레스피아1단지아파트,42643,9707 ,25 ,9707 ,25 ,0 ,313 
대원정밀,39475,455 ,722 ,455 ,722 ,0 ,37 
대월초등학교,90094,0 ,7 ,0 ,7 ,0 ,0 
대월초등학교,90095,10 ,0 ,10 ,0 ,0 ,0 
대은교회,42143,4770 ,8130 ,4770 ,8130 ,0 ,416 
대인고등학교,42344,2146 ,3243 ,2146 ,3243 ,0 ,173 
대인고등학교,42345,3871 ,1684 ,3871 ,1684 ,0 ,179 
대인고등학교,89490,333 ,775 ,333 ,775 ,0 ,35 
대일엠앤쿡,39059,954 ,2032 ,954 ,2032 ,0 ,96 
대장간마을,43703,224 ,145 ,222 ,145 ,2 ,11 
대정,90117,3 ,62 ,3 ,62 ,0 ,2 
대정,90118,54 ,1 ,51 ,1 ,3 ,1 
대주아파트,42469,2266 ,11475 ,2266 ,11475 ,0 ,443 
대주파크빌,42466,6744 ,1490 ,6744 ,1490 ,0 ,265 
대진아파트,40415,2797 ,2593 ,2797 ,2593 ,0 ,173 
대촌,43393,90 ,64 ,90 ,64 ,0 ,4 
대촌,43545,51 ,67 ,51 ,67 ,0 ,3 
대촌마을,41663,14 ,7 ,14 ,7 ,0 ,0 
대토단지앞,39813,793 ,463 ,793 ,463 ,0 ,40 
대한솔루션알앤디센터,39557,106 ,366 ,106 ,366 ,0 ,15 
대한제당,35169,1166 ,36 ,1166 ,36 ,0 ,38 
대한제당,35220,14 ,1467 ,14 ,1467 ,0 ,47 
대현목재,89205,234 ,355 ,234 ,355 ,0 ,19 
대화초등학교,37397,6904 ,2616 ,6904 ,2616 ,0 ,307 
대화초등학교,37399,2547 ,4636 ,2547 ,4636 ,0 ,231 
대흥,43194,18 ,327 ,18 ,327 ,0 ,11 
대흥,43591,380 ,29 ,373 ,29 ,7 ,13 
대흥식당,35688,78 ,64 ,77 ,64 ,1 ,4 
더리미경로당,43363,27 ,15 ,26 ,15 ,1 ,1 
더리미경로당,43731,57 ,73 ,57 ,73 ,0 ,4 
더리미미술관,43961,79 ,12 ,78 ,12 ,1 ,2 
더리미미술관,43962,1 ,11 ,1 ,11 ,0 ,0 
더리미장어마을,43680,3 ,52 ,3 ,52 ,0 ,1 
더리미장어마을,43864,15 ,7 ,14 ,7 ,1 ,0 
더샵그린스퀘어105동,92021,3955 ,567 ,3955 ,567 ,0 ,145 
더샵그린스퀘어107동,92022,522 ,4484 ,522 ,4484 ,0 ,161 
더샵그린애비뉴,38486,13541 ,8521 ,13541 ,8521 ,0 ,711 
더샵그린애비뉴,38510,1061 ,65 ,1061 ,65 ,0 ,36 
더샵그린워크1단지,38495,5579 ,2296 ,5579 ,2296 ,0 ,254 
더샵부평센트럴시티(101동),40061,2127 ,3179 ,2127 ,3179 ,0 ,171 
더샵부평센트럴시티(101동),40065,3091 ,1498 ,3091 ,1498 ,0 ,148 
더샵부평센트럴시티(127동),40050,10681 ,16520 ,10681 ,16520 ,0 ,877 
더샵센트럴시티204동,92020,72 ,3748 ,72 ,3748 ,0 ,123 
더샵센트럴시티205동,92019,5646 ,2671 ,5646 ,2671 ,0 ,268 
더샵송도마리나베이,38765,876 ,2307 ,876 ,2307 ,0 ,102 
더샵송도마리나베이,38766,1426 ,755 ,1426 ,755 ,0 ,70 
더샵송도센터니얼,38794,278 ,1474 ,278 ,1474 ,0 ,56 
더샵송도센터니얼,38795,1129 ,237 ,1129 ,237 ,0 ,44 
더샵송도프라임뷰20단지,38561,1545 ,4646 ,1545 ,4646 ,0 ,199 
더샵아르테아파트,37686,483 ,1808 ,483 ,1808 ,0 ,73 
더샵엑스포빌리지,38480,8119 ,3337 ,8119 ,3337 ,0 ,369 
더샵퍼스트파크13단지,38601,1564 ,209 ,1564 ,209 ,0 ,57 
더샵퍼스트파크13단지,38602,122 ,866 ,122 ,866 ,0 ,31 
더샵하버뷰,38485,12692 ,9905 ,12692 ,9905 ,0 ,728 
더샵하버뷰,38487,3447 ,1648 ,3447 ,1648 ,0 ,164 
더샵하버뷰(D13),38453,2695 ,1840 ,2695 ,1840 ,0 ,146 
더샵하버뷰(D13),38466,3291 ,2938 ,3291 ,2938 ,0 ,200 
더샵하버뷰(D14),38454,1864 ,1356 ,1864 ,1356 ,0 ,103 
더샵하버뷰14단지,38504,2787 ,2346 ,2787 ,2346 ,0 ,165 
더월드스테이트2단지,37657,1152 ,715 ,1152 ,715 ,0 ,60 
더월드스테이트후문,37422,134 ,809 ,134 ,809 ,0 ,30 
더포레스트아파트,39876,8001 ,1944 ,8001 ,1944 ,0 ,320 
더포레스트아파트,39877,4845 ,8603 ,4845 ,8603 ,0 ,433 
더프라우,38410,9303 ,28204 ,9303 ,28204 ,0 ,1209 
더필립요양병원,40461,2255 ,3833 ,2255 ,3833 ,0 ,196 
덕고개삼거리,43723,63 ,33 ,63 ,33 ,0 ,3 
덕고개삼거리,43750,13 ,50 ,10 ,50 ,3 ,2 
덕골,43397,21 ,3 ,21 ,3 ,0 ,0 
덕골,43399,16 ,13 ,16 ,13 ,0 ,0 
덕교3거리,35012,195 ,17 ,195 ,17 ,0 ,6 
덕교동,35003,815 ,145 ,815 ,145 ,0 ,30 
덕교동,35005,147 ,1256 ,147 ,1256 ,0 ,45 
덕교동,35259,1148 ,385 ,1144 ,385 ,4 ,49 
덕교삼거리,35214,31 ,258 ,31 ,258 ,0 ,9 
덕신고등학교(강화읍교회),90228,8 ,199 ,8 ,199 ,0 ,6 
덕신고등학교(강화읍교회),90229,100 ,73 ,99 ,73 ,1 ,5 
덕유마을.설악마을,11187,2755 ,1369 ,2755 ,1369 ,0 ,133 
덕유마을.설악마을,55073,1264 ,632 ,1264 ,632 ,0 ,61 
덕음,43657,13 ,13 ,13 ,13 ,0 ,0 
덕응,43983,5 ,23 ,5 ,23 ,0 ,0 
덕응,43986,15 ,9 ,15 ,9 ,0 ,0 
덕정가든,43173,1 ,52 ,1 ,52 ,0 ,1 
덕정가든,43296,63 ,0 ,61 ,0 ,2 ,2 
덕진사거리,43870,16 ,10 ,16 ,10 ,0 ,0 
덕진사거리,90310,3 ,11 ,3 ,11 ,0 ,0 
덕진진,43637,22 ,59 ,21 ,59 ,1 ,2 
덕진진,43672,33 ,4 ,33 ,4 ,0 ,1 
덕창기계,39723,122 ,25 ,122 ,25 ,0 ,4 
덕포리,43006,346 ,191 ,346 ,191 ,0 ,17 
덕포리,43100,145 ,256 ,145 ,256 ,0 ,12 
덕하교앞,43449,41 ,20 ,41 ,20 ,0 ,1 
덕하교앞,43727,11 ,45 ,11 ,45 ,0 ,1 
덕화2리,43468,47 ,20 ,47 ,20 ,0 ,2 
덕화2리,43730,8 ,30 ,8 ,30 ,0 ,1 
덕화2리마을회관,43923,27 ,16 ,27 ,16 ,0 ,1 
덕화2리마을회관,43924,2 ,11 ,2 ,11 ,0 ,0 
덕화3리마을회관,43609,150 ,109 ,146 ,109 ,4 ,8 
덕화3리입구,43469,18 ,1 ,18 ,1 ,0 ,0 
덕화3리입구,43729,10 ,31 ,10 ,31 ,0 ,1 
덕화교회앞,90398,1 ,31 ,1 ,31 ,0 ,1 
덕화교회앞,90399,13 ,0 ,13 ,0 ,0 ,0 
도간마을,43612,21 ,0 ,21 ,0 ,0 ,0 
도간마을,43664,1 ,33 ,1 ,33 ,0 ,1 
도감말,43733,6 ,5 ,6 ,5 ,0 ,0 
도감말,43754,9 ,6 ,9 ,6 ,0 ,0 
도곡한신아파트,23504,66 ,74 ,66 ,74 ,0 ,4 
도담공원.푸르지오더베뉴,89397,3096 ,2636 ,3096 ,2636 ,0 ,184 
도담공원.푸르지오더베뉴,89398,2176 ,1328 ,2176 ,1328 ,0 ,113 
도담공원·이음중고등학교,89482,754 ,1068 ,754 ,1068 ,0 ,58 
도담공원·이음중고등학교,89547,1326 ,308 ,1326 ,308 ,0 ,52 
도두리마을,41565,17747 ,2095 ,17747 ,2095 ,0 ,640 
도두리마을,41566,2993 ,13607 ,2993 ,13607 ,0 ,535 
도림고등학교,92066,234 ,283 ,234 ,283 ,0 ,16 
도림동고개,39160,1280 ,756 ,1280 ,756 ,0 ,65 
도림동고개,39161,605 ,1460 ,605 ,1460 ,0 ,66 
도림동입구,39140,8418 ,2207 ,8418 ,2207 ,0 ,342 
도림동입구,39141,9 ,2148 ,9 ,2148 ,0 ,69 
도림아이파크아파트,39155,7492 ,4771 ,7492 ,4771 ,0 ,395 
도림육교,39154,4084 ,7019 ,4084 ,7019 ,0 ,358 
도림주공1단지,39152,15069 ,11724 ,15069 ,11724 ,0 ,864 
도림주공1단지,39153,13028 ,11374 ,13028 ,11374 ,0 ,787 
도림주공208동,39142,6948 ,3278 ,6948 ,3278 ,0 ,329 
도림주공208동,39143,4686 ,6992 ,4686 ,6992 ,0 ,376 
도림주공2단지,39146,4447 ,3736 ,4447 ,3736 ,0 ,263 
도림주공2단지,39149,2832 ,2441 ,2832 ,2441 ,0 ,170 
도림주철관1공장,89307,377 ,601 ,377 ,601 ,0 ,31 
도림주철관공업(주),42293,3320 ,1126 ,3320 ,1126 ,0 ,143 
도림포도원,39150,398 ,3524 ,398 ,3524 ,0 ,126 
도림포도원,39151,591 ,481 ,591 ,481 ,0 ,34 
도원고개(도원역),36001,3782 ,3172 ,3782 ,3172 ,0 ,224 
도원고개(동구청방향),36170,78 ,33 ,78 ,33 ,0 ,3 
도원동행정복지센터,35180,2934 ,2960 ,2934 ,2960 ,0 ,190 
도원동행정복지센터,36128,77 ,233 ,77 ,233 ,0 ,10 
도원동행정복지센터(앞),35788,131 ,235 ,131 ,235 ,0 ,11 
도원동행정복지센터(앞),35798,250 ,118 ,250 ,118 ,0 ,11 
도원역(인천축구전용경기장),35176,7658 ,4749 ,7658 ,4749 ,0 ,400 
도원역(인천축구전용경기장),37549,1482 ,3515 ,1482 ,3515 ,0 ,161 
도장골삼거리,44122,3 ,3 ,3 ,3 ,0 ,0 
도장재마을,43167,26 ,2 ,25 ,2 ,1 ,0 
도장재마을,43225,2 ,17 ,2 ,17 ,0 ,0 
도화1동행정복지센터,37340,11981 ,10630 ,11981 ,10630 ,0 ,729 
도화IC,37356,25367 ,23095 ,25367 ,23095 ,0 ,1563 
도화e편한세상604동,37578,471 ,101 ,471 ,101 ,0 ,18 
도화e편한세상아파트,37612,240 ,1814 ,240 ,1814 ,0 ,66 
도화e편한세상아파트,37613,4840 ,1297 ,4840 ,1297 ,0 ,197 
도화e편한세상아파트5단지,37624,3363 ,1212 ,3363 ,1212 ,0 ,147 
도화e편한세상아파트6단지,37626,2195 ,4891 ,2195 ,4891 ,0 ,228 
도화사거리.도화역,37390,862 ,704 ,862 ,704 ,0 ,50 
도화사거리.도화역,37392,358 ,1301 ,358 ,1301 ,0 ,53 
도화사거리·더샵인천스카이타워,37673,9294 ,5197 ,9294 ,5197 ,0 ,467 
도화사거리·더샵인천스카이타워,37674,3314 ,7607 ,3314 ,7607 ,0 ,352 
도화서희스타힐스,37625,1214 ,2881 ,1214 ,2881 ,0 ,132 
도화역,37629,6837 ,7315 ,6837 ,7315 ,0 ,456 
도화초등학교.수봉도서관,37366,8187 ,7033 ,8187 ,7033 ,0 ,490 
도화초등학교.수봉도서관,37367,13248 ,13567 ,13248 ,13567 ,0 ,865 
독골사거리,42175,3469 ,1274 ,3469 ,1274 ,0 ,153 
독배로317번길(삼거리),37634,7270 ,168 ,7270 ,168 ,0 ,239 
독장골,43351,0 ,9 ,0 ,9 ,0 ,0 
독장골,43846,5 ,2 ,5 ,2 ,0 ,0 
독쟁이고개,90433,266 ,115 ,266 ,115 ,0 ,12 
독쟁이고개,90443,0 ,40 ,0 ,40 ,0 ,1 
독정역(서구동구예비군훈련장),42377,6513 ,7754 ,6513 ,7754 ,0 ,460 
독정역(서구동구예비군훈련장),42378,11504 ,6744 ,11504 ,6744 ,0 ,588 
독정이고개,37234,29465 ,21648 ,29465 ,21648 ,0 ,1648 
독정이고개,37238,20313 ,27660 ,20313 ,27660 ,0 ,1547 
돈대마을,43925,30 ,8 ,29 ,8 ,1 ,1 
돈대마을,43926,9 ,39 ,9 ,39 ,0 ,1 
돈대모루,43422,12 ,15 ,12 ,15 ,0 ,0 
돈대모루,43447,12 ,17 ,12 ,17 ,0 ,0 
돌머루(대산종점),43707,97 ,66 ,97 ,66 ,0 ,5 
돌산밑,35320,97 ,26 ,97 ,26 ,0 ,3 
돌산밑,35396,2 ,215 ,2 ,215 ,0 ,7 
돌팍재삼거리,35273,877 ,1057 ,874 ,1057 ,3 ,62 
돌팍재삼거리,35277,1000 ,873 ,998 ,873 ,2 ,60 
돌팍재한뿌리,35304,224 ,444 ,224 ,444 ,0 ,21 
돌팍재한뿌리,35315,332 ,402 ,332 ,402 ,0 ,23 
동강리,35317,33 ,75 ,33 ,75 ,0 ,3 
동강리,35393,213 ,28 ,213 ,28 ,0 ,7 
동강리(그린빌앞),35245,62 ,84 ,61 ,84 ,1 ,4 
동강리(그린빌앞),35246,62 ,35 ,61 ,35 ,1 ,3 
동검도삼거리,43223,4 ,32 ,4 ,32 ,0 ,1 
동검도삼거리,43642,53 ,0 ,52 ,0 ,1 ,1 
동검리마을회관입구,90069,0 ,14 ,0 ,14 ,0 ,0 
동검리마을회관입구,90070,5 ,0 ,5 ,0 ,0 ,0 
동검리입구,43856,2 ,18 ,2 ,18 ,0 ,0 
동검리입구,43877,9 ,3 ,9 ,3 ,0 ,0 
동검리종점,43889,53 ,39 ,53 ,39 ,0 ,2 
동검상회,43226,1 ,0 ,1 ,0 ,0 ,0 
동검상회,43519,0 ,2 ,0 ,2 ,0 ,0 
동광제일교회,40411,643 ,685 ,643 ,685 ,0 ,42 
동교동삼거리,22012,7143 ,76 ,7143 ,76 ,0 ,232 
동교동삼거리,23033,148 ,6308 ,148 ,6308 ,0 ,208 
동구선거관리위원회,36110,3314 ,10039 ,3314 ,10039 ,0 ,430 
동구청,36011,689 ,775 ,689 ,775 ,0 ,47 
동구청소년수련관.달동네박물관,36026,16308 ,15462 ,16308 ,15462 ,0 ,1024 
동국제강,36068,2240 ,3770 ,2240 ,3770 ,0 ,193 
동국제강,36074,391 ,141 ,391 ,141 ,0 ,17 
동국제강후문,36069,270 ,885 ,270 ,885 ,0 ,37 
동국제강후문,36070,1026 ,210 ,1026 ,210 ,0 ,39 
동남스포피아,38226,10642 ,9181 ,10642 ,9181 ,0 ,639 
동남스포피아,38227,11500 ,9219 ,11500 ,9219 ,0 ,668 
동남아파트,38267,1106 ,6079 ,1106 ,6079 ,0 ,231 
동남아파트,38268,2756 ,1028 ,2756 ,1028 ,0 ,122 
동남아파트,70039,434 ,679 ,434 ,679 ,0 ,35 
동남아파트(무지개아파트),38337,957 ,3938 ,957 ,3938 ,0 ,157 
동녘개,90147,2 ,13 ,2 ,13 ,0 ,0 
동녘개,90148,30 ,9 ,30 ,9 ,0 ,1 
동녘마을입구,39660,58 ,800 ,58 ,800 ,0 ,27 
동들머리,43705,6 ,9 ,6 ,9 ,0 ,0 
동들머리,43885,38 ,58 ,38 ,58 ,0 ,3 
동막교회,43499,11 ,22 ,11 ,22 ,0 ,1 
동막교회,43514,33 ,9 ,32 ,9 ,1 ,1 
동막역(1번출구),38039,35896 ,53469 ,35896 ,53469 ,0 ,2882 
동막역(3번출구),38433,42948 ,26520 ,42948 ,26520 ,0 ,2240 
동막역(4번출구),38338,10251 ,1109 ,10251 ,1109 ,0 ,366 
동막초등학교,38054,1121 ,3738 ,1121 ,3738 ,0 ,156 
동막해변,43408,87 ,292 ,87 ,292 ,0 ,12 
동막해변,43511,358 ,93 ,357 ,93 ,1 ,14 
동문아파트,42436,15952 ,13339 ,15952 ,13339 ,0 ,944 
동방중학교,92038,321 ,458 ,321 ,458 ,0 ,25 
동방초등학교,92037,43 ,104 ,43 ,104 ,0 ,4 
동보2차아파트,41053,56 ,590 ,56 ,590 ,0 ,20 
동보2차아파트,41059,787 ,178 ,787 ,178 ,0 ,31 
동보노빌리티,35488,3065 ,4370 ,3065 ,4370 ,0 ,239 
동보노빌리티,35489,4265 ,2602 ,4265 ,2602 ,0 ,221 
동보아파트,39125,2962 ,5795 ,2962 ,5795 ,0 ,282 
동보아파트,39126,5536 ,1771 ,5536 ,1771 ,0 ,235 
동보아파트,41056,4080 ,911 ,4080 ,911 ,0 ,161 
동보아파트,41063,1529 ,3557 ,1529 ,3557 ,0 ,164 
동보아파트,41136,464 ,1032 ,464 ,1032 ,0 ,48 
동보아파트,41143,13327 ,17514 ,13327 ,17514 ,0 ,994 
동보아파트,70040,366 ,594 ,366 ,594 ,0 ,30 
동보아파트후문,41129,1009 ,370 ,1009 ,370 ,0 ,44 
동부아파트,36052,1870 ,2903 ,1870 ,2903 ,0 ,153 
동부아파트,37192,643 ,488 ,643 ,488 ,0 ,36 
동산고,36018,9288 ,2923 ,9288 ,2923 ,0 ,393 
동산고등학교,36021,4653 ,9707 ,4653 ,9707 ,0 ,463 
동산교회,36010,1400 ,2616 ,1400 ,2616 ,0 ,129 
동산교회,36012,2766 ,3407 ,2766 ,3407 ,0 ,199 
동산교회,90303,4 ,1 ,4 ,1 ,0 ,0 
동산리마을회관,90302,27 ,15 ,27 ,15 ,0 ,1 
동산리입구,90291,2 ,1 ,2 ,1 ,0 ,0 
동산중고등학교(재능대정문),36029,4707 ,837 ,4707 ,837 ,0 ,178 
동산휴먼시아2단지,36022,3495 ,646 ,3495 ,646 ,0 ,133 
동산휴먼시아2단지,36023,1059 ,4416 ,1059 ,4416 ,0 ,176 
동서식품,40623,2785 ,2820 ,2785 ,2820 ,0 ,180 
동서식품,40624,2483 ,3496 ,2483 ,3496 ,0 ,192 
동성.길훈아파트,42495,2669 ,6277 ,2669 ,6277 ,0 ,288 
동성아파트,42496,5906 ,1724 ,5906 ,1724 ,0 ,246 
동소정사거리,40188,8261 ,8814 ,8261 ,8814 ,0 ,550 
동소정사거리,40189,11845 ,11749 ,11845 ,11749 ,0 ,761 
동수교회,40184,134 ,1014 ,134 ,1014 ,0 ,37 
동수역1번출구,40124,2634 ,12413 ,2634 ,12413 ,0 ,485 
동수역2번출구,40108,3758 ,6136 ,3758 ,6136 ,0 ,319 
동수역3번출구,40110,7329 ,6503 ,7329 ,6503 ,0 ,446 
동아.팬더아파트,39233,7275 ,10510 ,7275 ,10510 ,0 ,573 
동아.팬더아파트,39236,11251 ,6586 ,11251 ,6586 ,0 ,575 
동아2단지정문,40324,1747 ,588 ,1747 ,588 ,0 ,75 
동아금호아파트,38344,6540 ,13712 ,6540 ,13712 ,0 ,653 
동아금호아파트,38347,7902 ,3244 ,7902 ,3244 ,0 ,359 
동아아파트,37248,1000 ,1114 ,1000 ,1114 ,0 ,68 
동아아파트,41070,3464 ,1789 ,3464 ,1789 ,0 ,169 
동아아파트,41403,1275 ,4380 ,1275 ,4380 ,0 ,182 
동아아파트,42404,3529 ,4353 ,3529 ,4353 ,0 ,254 
동아아파트,42406,5572 ,3095 ,5572 ,3095 ,0 ,279 
동아아파트후문,40257,2680 ,3074 ,2680 ,3074 ,0 ,185 
동아아파트후문,40258,2457 ,1864 ,2457 ,1864 ,0 ,139 
동아전기,42647,1298 ,6313 ,1298 ,6313 ,0 ,245 
동아전기,42725,4849 ,1649 ,4849 ,1649 ,0 ,209 
동아정밀,42037,1196 ,2778 ,1196 ,2778 ,0 ,128 
동아풍림아파트,37037,15847 ,18473 ,15847 ,18473 ,0 ,1107 
동암국민주택,40014,3618 ,857 ,3618 ,857 ,0 ,144 
동암국민주택,40015,754 ,2094 ,754 ,2094 ,0 ,91 
동암남부역,40034,35776 ,25108 ,35776 ,25108 ,0 ,1964 
동암남부역,40797,126437 ,108459 ,126437 ,108459 ,0 ,7577 
동암남부역,40861,911 ,7604 ,911 ,7604 ,0 ,274 
동암남부역,40862,20750 ,13865 ,20750 ,13865 ,0 ,1116 
동암북부역,40013,31441 ,15712 ,31441 ,15712 ,0 ,1521 
동암북부역,40035,10252 ,28019 ,10252 ,28019 ,0 ,1234 
동암북부역광장,40800,81783 ,67405 ,81783 ,67405 ,0 ,4812 
동암사거리,40001,14793 ,15420 ,14793 ,15420 ,0 ,974 
동암사거리,40003,3801 ,6516 ,3801 ,6516 ,0 ,332 
동양도서관,41522,6256 ,3697 ,6256 ,3697 ,0 ,321 
동양도서관(휴먼빌아파트),41523,3845 ,4478 ,3845 ,4478 ,0 ,268 
동양엔파트4단지,42820,2891 ,4406 ,2891 ,4406 ,0 ,235 
동양엔파트4단지,42837,4599 ,2247 ,4599 ,2247 ,0 ,220 
동양엔파트5단지,42986,2703 ,3448 ,2703 ,3448 ,0 ,198 
동양자이입구,41554,2223 ,3661 ,2223 ,3661 ,0 ,189 
동양자이입구,41555,2475 ,2302 ,2475 ,2302 ,0 ,154 
동양주공1.2단지,41372,9581 ,2839 ,9581 ,2839 ,0 ,400 
동양주공1.2단지,41373,2358 ,7047 ,2358 ,7047 ,0 ,303 
동양지구1단지정문,41521,609 ,1522 ,609 ,1522 ,0 ,68 
동양지구입구,41445,4031 ,457 ,4031 ,457 ,0 ,144 
동양지구입구,41446,1046 ,5145 ,1046 ,5145 ,0 ,199 
동양하이테크,42966,30 ,191 ,30 ,191 ,0 ,7 
동원로얄듀크마리나포레,35890,2851 ,958 ,2851 ,958 ,0 ,122 
